,Basal18,Basal73,Basal98,Basal103,Basal109,LumA18,LumA73,LumA98,LumA103,LumA109
ENSG00000168237,276,184,64,227,21,133,244,363,55,148
ENSG00000168243,138,534,210,382,54,43,50,4,17,100
ENSG00000168246,2455,3898,1306,3490,1754,6045,5480,8348,2084,3502
ENSG00000168255,54,128,62,31,48,33,34,39,47,27
ENSG00000168256,4185,3754,2889,2746,1018,3331,3499,2397,4058,1517
ENSG00000168259,3156,5669,3912,5830,2276,5920,6890,6918,5038,3285
ENSG00000168264,19616,19155,22468,11354,5300,11711,9796,9208,14722,6943
ENSG00000168268,6756,10175,5113,2750,1041,1835,1976,2424,1088,837
ENSG00000168269,574,479,260,5,1114,78,277,9093,390,2197
ENSG00000168273,459,756,523,521,117,749,702,1242,230,518
ENSG00000168275,1934,3614,3246,1178,487,881,1318,771,717,608
ENSG00000168280,339,156,69,590,420,1525,3333,17582,788,16412
ENSG00000168283,2006,3461,1394,3395,1811,5039,5887,4363,1731,4821
ENSG00000168286,2747,2173,1320,2040,437,1217,1170,1226,710,785
ENSG00000168288,4252,4064,3189,9456,2664,5934,6580,7635,3845,4235
ENSG00000168291,2214,3441,2630,4090,562,4720,4776,6849,2123,3057
ENSG00000168297,771,1255,409,2947,420,2714,2037,3562,1013,1583
ENSG00000168298,26,18,27,28,8,40,22,13,61,15
ENSG00000168300,4066,3470,2755,7843,2438,10202,10145,9052,2452,7774
ENSG00000168301,450,608,361,598,130,1669,754,3175,787,1036
ENSG00000168303,2024,2098,1071,1364,522,1407,1543,2305,662,855
ENSG00000168306,232,147,89,226,59,655,153,7047,279,896
ENSG00000168309,3670,4417,33,609,37,405,251,24,53,319
ENSG00000168310,3436,1015,1465,6714,1296,3998,3826,2524,2056,3097
ENSG00000168329,91,85,169,1132,144,838,564,1220,44,804
ENSG00000168334,579,357,39,1538,89,23,164,2,3,2
ENSG00000168350,213,1124,47,45,70,15484,2382,24942,2125,7728
ENSG00000168356,27,9,0,146,20,60,29,15,12,17
ENSG00000168374,12236,21040,10047,26343,5921,21961,28909,20430,10966,13627
ENSG00000168385,28500,26793,13724,35556,8043,48147,36048,45476,16866,24200
ENSG00000168386,1423,3786,296,8957,1216,1671,12012,449,869,804
ENSG00000168389,258,182,787,483,451,143,168,127,74,66
ENSG00000168393,3344,2640,2341,1516,268,1755,1121,2324,1482,986
ENSG00000168394,6145,2207,9543,27932,3512,3874,6841,2958,1963,2412
ENSG00000168395,2773,1798,1388,1429,420,2624,1388,3146,586,1119
ENSG00000168397,5350,3667,2561,2431,715,4075,2125,4935,1889,1893
ENSG00000168398,429,595,169,723,380,340,744,432,163,552
ENSG00000168404,1498,799,859,1766,715,592,1877,228,154,231
ENSG00000168405,644,421,47,2145,327,1122,1516,103,283,450
ENSG00000168411,4868,4564,3245,5973,3952,2737,2806,2991,1114,1358
ENSG00000168421,496,183,207,3414,265,670,1239,988,367,768
ENSG00000168427,222,20,6,60,3,30,92,7,2,17
ENSG00000168434,2082,1612,759,995,469,2976,2265,3941,1726,2884
ENSG00000168438,1162,1958,591,3293,923,1650,2380,2383,820,1310
ENSG00000168439,16518,17401,20114,14474,8571,11510,11048,13198,19512,4363
ENSG00000168447,9778,1071,210,191,715,384,62,41,1331,488
ENSG00000168453,5907,7063,5495,258,430,441,99,28,1204,116
ENSG00000168461,4602,7510,2444,21107,3291,10994,16036,9817,25113,6368
ENSG00000168476,2300,2054,3228,2270,1438,1506,1482,1598,1262,850
ENSG00000168477,619,62,43,3349,220,1813,1919,136,134,543
ENSG00000168487,2764,3553,1939,3957,3170,1446,3485,653,1324,651
ENSG00000168488,11811,6275,8838,8448,3761,7792,9620,13254,5835,5664
ENSG00000168490,65,23,45,170,51,132,78,27,25,43
ENSG00000168491,58,71,40,56,222,580,195,230,156,204
ENSG00000168495,2644,2074,1380,2236,2096,2274,3273,1584,650,995
ENSG00000168496,2544,5706,4565,2361,1049,1879,2433,2920,1424,847
ENSG00000168497,314,45,70,1211,140,687,779,27,141,409
ENSG00000168502,607,267,103,1663,129,3158,588,2091,349,850
ENSG00000168517,104,88,42,48,21,208,111,379,85,163
ENSG00000168522,8365,3133,5512,5694,4151,3815,3795,2919,2379,1767
ENSG00000168528,7947,4960,5622,1954,1847,15102,5957,17900,7105,9048
ENSG00000168538,3053,2190,709,4772,2680,4781,6278,5360,3301,3192
ENSG00000168539,1192,2231,173,49,27,14,8,4,3,44
ENSG00000168542,97841,326290,22153,536315,154506,347762,631688,10511,217865,49837
ENSG00000168546,461,8,15,488,27,39,48,11,9,97
ENSG00000168556,958,773,338,951,471,1097,1038,1990,2192,524
ENSG00000168564,1562,1647,347,2649,869,2641,3906,3008,935,1668
ENSG00000168566,1117,2558,866,1286,734,1604,2070,2176,777,913
ENSG00000168569,974,821,1337,676,332,1002,852,992,549,387
ENSG00000168575,23810,2704,2561,4162,1781,8627,2568,8198,3051,3907
ENSG00000168589,51,17,4,20,14,164,93,144,84,209
ENSG00000168591,3829,2510,1766,2216,738,3833,3157,4882,2436,2549
ENSG00000168610,15591,18754,10001,34827,8037,35154,36907,28570,13333,17979
ENSG00000168612,1035,931,1008,881,467,1659,949,1529,641,796
ENSG00000168615,5930,4139,2541,14232,5624,2757,15508,3007,2251,2346
ENSG00000168646,99,288,81,480,262,1170,246,766,128,496
ENSG00000168653,9434,20477,29652,7944,3491,6866,10179,7464,4848,3725
ENSG00000168661,452,415,219,597,154,895,486,1042,168,382
ENSG00000168672,4795,2009,4427,4466,1259,12733,5679,13888,3397,6719
ENSG00000168675,2493,1634,641,7051,736,6165,2383,2915,4255,5706
ENSG00000168679,340,181,319,560,420,3210,643,2998,114,1159
ENSG00000168685,1640,943,512,42379,2851,527,4719,80,179,453
ENSG00000168701,3702,2739,2944,2215,627,1490,1850,1303,1049,1042
ENSG00000168702,3,0,52,30,20,114,316,6171,3,166
ENSG00000168710,7037,7516,7519,14673,3725,16599,18364,32264,11955,16165
ENSG00000168724,2017,2674,5299,4697,2559,5817,6819,6922,2403,4784
ENSG00000168734,3588,1797,1732,2655,738,3685,1678,4099,289,1277
ENSG00000168743,7810,1635,91,1174,782,28918,23109,17361,14395,16228
ENSG00000168754,1544,20,67,35,53,24,6,9,623,58
ENSG00000168758,7350,3293,5255,2608,1322,4021,2621,3185,5615,2641
ENSG00000168763,2076,1516,2866,2692,610,3653,2801,4884,2314,2567
ENSG00000168765,1768,803,2661,1139,297,1544,2354,3501,2199,1500
ENSG00000168769,1277,2515,799,3131,1130,5674,4519,3633,1430,2324
ENSG00000168772,433,316,80,66,54,697,1029,11,54,392
ENSG00000168778,575,334,967,678,376,2923,1412,2082,988,1378
ENSG00000168779,137,399,185,619,238,260,306,12,177,61
ENSG00000168781,344,405,694,700,221,1267,1256,1162,1002,548
ENSG00000168785,3474,841,426,1660,487,1357,648,20578,8028,6334
ENSG00000168792,1323,1066,256,2433,285,2060,1637,2016,1194,1171
ENSG00000168795,1254,2071,809,3328,1520,2468,1694,2190,458,1359
ENSG00000168802,31,25,9,43,5,46,43,22,8,12
ENSG00000168803,189,350,389,567,120,1431,987,1784,429,643
ENSG00000168806,711,1021,475,960,192,2318,1206,2261,917,1192
ENSG00000168807,1235,1620,1863,4868,1744,3034,4168,3769,453,1833
ENSG00000168813,1488,1849,1334,3323,1105,3076,2711,2176,623,1273
ENSG00000168818,1882,2008,1280,2408,685,3684,2455,2608,1740,2071
ENSG00000168824,58,16,4,336,31,234,60,33,33,147
ENSG00000168826,333,263,194,434,169,521,329,497,138,297
ENSG00000168827,2128,8018,4745,6695,1494,8073,14618,6678,3985,6328
ENSG00000168852,31,19,11,22,16,77,36,71,14,50
ENSG00000168872,1758,910,712,833,299,561,583,502,329,307
ENSG00000168874,133,17,131,436,29,104,73,52,23,57
ENSG00000168876,492,759,369,1465,908,1657,1546,1865,215,383
ENSG00000168883,4817,6719,8813,5389,1875,4537,3343,4927,2994,3642
ENSG00000168884,3051,3160,3199,2587,744,2492,2578,2910,1331,1600
ENSG00000168887,2594,2360,3452,2702,952,4568,1705,3518,1876,2059
ENSG00000168890,1522,1510,1658,973,315,1702,841,1777,1201,825
ENSG00000168894,3221,4276,6335,3541,932,4173,2851,4458,3384,2879
ENSG00000168899,1146,1802,452,3721,308,820,871,206,345,542
ENSG00000168904,614,586,438,1231,201,629,671,87,253,339
ENSG00000168906,8109,8171,6128,9828,4854,21168,12722,20798,5492,9762
ENSG00000168907,80,72,0,1,41,937,91,717,929,199
ENSG00000168913,142,7,297,92,33,10,2,258,119,13
ENSG00000168916,414,558,155,671,807,1918,399,41,273,280
ENSG00000168917,98,97,46,402,123,198,298,155,73,116
ENSG00000168918,1420,870,664,12494,980,1398,4028,734,328,1335
ENSG00000168924,4108,7101,4992,4238,1789,10599,4343,7232,4315,4981
ENSG00000168936,4801,2982,1882,1692,536,3956,2445,7046,2146,3363
ENSG00000168938,1741,3198,896,2899,1733,2391,3734,1322,1469,1136
ENSG00000168939,305,156,201,292,158,302,183,259,81,81
ENSG00000168944,805,806,315,3434,801,2456,4595,2233,824,1949
ENSG00000168952,59,37,0,200,126,100,41,8,17,43
ENSG00000168958,4079,4616,2690,3858,976,4148,3159,4971,2374,2887
ENSG00000168961,1901,3389,1960,8906,1527,2458,4800,1437,859,1045
ENSG00000168970,192,21,27,63,49,223,136,380,100,104
ENSG00000168993,65,139,199,102,11,849,751,1044,1441,440
ENSG00000168994,7912,1290,867,2570,531,1730,1661,413,316,615
ENSG00000168995,105,91,34,553,39,35,167,52,13,48
ENSG00000169016,635,1205,823,855,543,1082,756,1210,590,666
ENSG00000169018,3714,3940,4503,11199,2084,12094,14048,10919,6305,5654
ENSG00000169019,685,1099,312,1735,350,696,1487,882,265,337
ENSG00000169020,526,1027,678,430,66,312,563,554,327,231
ENSG00000169021,6377,5637,3122,6318,3327,4792,7079,5316,2509,2850
ENSG00000169026,294,144,218,582,127,2038,1290,2473,610,1287
ENSG00000169031,87,34,4,208,32,22,50,18,4,39
ENSG00000169032,1614,2339,2772,5013,712,2137,4991,2575,1351,1514
ENSG00000169035,6550,91,1556,82,1414,331,84,6,91,478
ENSG00000169045,15354,17912,13621,25962,8253,21832,23239,30362,10784,11100
ENSG00000169047,1549,1566,458,2263,486,3686,2390,7372,1933,5060
ENSG00000169057,3339,2578,4313,6067,2271,7157,5798,8843,2976,3292
ENSG00000169062,1482,1634,2059,1475,966,1435,2402,3843,1989,1592
ENSG00000169071,572,979,88,1725,938,1211,1855,4487,367,909
ENSG00000169083,218,2001,18,998,1032,14784,19910,25759,8520,20329
ENSG00000169084,1183,1430,511,1538,254,1891,1996,2473,1712,1287
ENSG00000169087,590,588,838,1081,375,689,640,425,217,282
ENSG00000169093,1200,1301,571,1806,684,2284,1613,3895,1394,2034
ENSG00000169100,31938,31441,17968,27288,7731,18051,50342,36766,13141,11517
ENSG00000169105,2604,1070,1799,1531,343,2605,1644,2216,1503,1637
ENSG00000169116,675,429,639,4064,449,1585,17681,332,4392,1566
ENSG00000169118,996,1157,1834,3381,944,4075,4751,4532,1835,2270
ENSG00000169122,1674,234,788,650,446,2058,1049,3582,1104,865
ENSG00000169129,2048,702,190,1201,1642,1533,1143,725,3187,716
ENSG00000169131,652,1361,1090,1447,681,1128,1253,1132,376,497
ENSG00000169136,1945,3589,3638,4627,952,3680,2114,1964,1159,1439
ENSG00000169139,9202,4989,5077,6841,3807,3821,5055,3591,3250,2736
ENSG00000169155,717,1032,1428,1940,824,2428,2936,2877,751,1257
ENSG00000169169,507,246,105,507,157,183,190,34,127,82
ENSG00000169174,127,9,1152,11,83,53,171,17,165,12
ENSG00000169180,9932,7528,6073,12124,4250,8076,9412,10356,3767,8782
ENSG00000169184,371,327,42,1788,140,560,658,242,281,275
ENSG00000169188,4855,2111,3552,2570,1450,3548,2603,2673,1705,2022
ENSG00000169189,5951,2838,1775,2344,929,3965,5024,6794,2272,5386
ENSG00000169193,330,769,170,683,231,1808,2167,5558,494,2091
ENSG00000169213,70,439,241,386,117,164,209,253,55,95
ENSG00000169217,6890,5200,2269,4273,1428,5708,5736,10596,3239,7302
ENSG00000169218,91,37,42,27,22,61,47,106,19,53
ENSG00000169220,959,2266,984,1370,402,2196,1719,1467,992,1106
ENSG00000169221,6403,5006,2671,3768,1543,4955,5210,7218,3873,4581
ENSG00000169223,8057,13362,7720,9100,2980,15265,12827,12593,7047,12952
ENSG00000169228,178,123,17,63,30,156,171,139,58,64
ENSG00000169230,1225,2707,1829,1839,451,1127,1498,1030,715,840
ENSG00000169231,6956,1691,9064,1475,831,1794,1426,1257,882,563
ENSG00000169239,327,399,123,1040,214,646,656,518,219,563
ENSG00000169241,8161,3956,5276,4470,2501,11566,4380,5156,6818,3942
ENSG00000169242,16296,9169,32124,4958,1868,16772,6729,8212,5796,6770
ENSG00000169245,1598,2228,5101,17478,3153,524,2614,287,1493,528
ENSG00000169246,36,101,34,98,41,201,94,199,62,62
ENSG00000169247,142,74,182,103,27,86,98,32,34,105
ENSG00000169248,380,656,742,3273,863,200,568,71,250,185
ENSG00000169249,1636,1099,385,1396,462,1770,1205,1670,633,741
ENSG00000169251,1792,5693,3892,6751,1951,3468,7688,4311,3761,2794
ENSG00000169252,78,52,5,469,39,94,235,53,34,84
ENSG00000169255,1049,1778,1360,2343,967,1242,2578,2322,2031,1084
ENSG00000169258,394,1239,1056,709,251,285,237,331,590,64
ENSG00000169282,115,104,208,503,80,259,770,156,90,191
ENSG00000169288,1390,2639,1658,1574,1160,1451,2139,1154,545,647
ENSG00000169291,219,104,219,1916,295,991,1058,139,157,440
ENSG00000169299,6745,2374,1003,6475,1132,3195,4290,3465,1777,1870
ENSG00000169302,20,11,0,33,21,709,42,3,19,42
ENSG00000169313,8,3,25,905,47,73,79,38,2,91
ENSG00000169330,124,122,59,183,95,130,207,27,62,53
ENSG00000169347,1,31,0,3,0,14697,255,165,473,4434
ENSG00000169359,678,2609,1589,1321,488,1784,2714,2232,1071,1071
ENSG00000169371,396,408,1036,826,179,1130,1127,1182,535,526
ENSG00000169372,459,319,183,501,90,636,748,709,308,500
ENSG00000169375,3519,2818,4139,9529,1856,15068,8407,14215,4766,6961
ENSG00000169379,230,424,598,1139,523,1114,1140,749,338,376
ENSG00000169385,32,67,305,109,46,8,53,6,9,26
ENSG00000169398,27268,16157,6947,8745,4404,10840,9568,9779,6598,6651
ENSG00000169403,790,739,779,13339,650,585,2718,308,338,758
ENSG00000169410,2339,2084,3803,5125,916,4997,4386,6290,2413,3401
ENSG00000169413,527,435,408,4038,462,651,4647,391,145,510
ENSG00000169418,1505,192,88,2109,199,608,681,124,187,290
ENSG00000169429,77,2095,1642,183,49,28,261,372,739,34
ENSG00000169432,25,15,25,347,26,160,478,2,36,22
ENSG00000169435,237,111,4,106,146,1170,2081,455,73,766
ENSG00000169436,2272,127,12,305,128,72,121,49,38,94
ENSG00000169439,9277,5569,6191,9201,3294,3345,6317,500,2166,1336
ENSG00000169442,781,533,661,8656,500,285,893,54,79,537
ENSG00000169446,2816,6392,1978,5098,2202,2798,3694,1997,1470,1284
ENSG00000169490,1749,3923,1789,5048,1694,3316,4205,2527,1699,2001
ENSG00000169495,49,31,6,515,28,17,86,4,7,12
ENSG00000169499,1129,1501,1261,8518,1157,1699,6842,1244,305,986
ENSG00000169504,32183,14881,7793,29689,13060,17077,28163,23986,6846,10231
ENSG00000169507,23,5,1,64,39,125,51,30,42,72
ENSG00000169508,1684,267,403,7432,676,253,2697,219,257,317
ENSG00000169515,694,350,989,1205,1215,1466,853,29,388,605
ENSG00000169519,430,1358,265,975,384,1923,2026,1549,746,1396
ENSG00000169550,1092,139,675,402,235,1049,60,0,371,349
ENSG00000169554,1086,2226,354,16498,1819,2767,9872,599,623,897
ENSG00000169562,136,8,0,1,0,2312,1,54,7,112
ENSG00000169564,537,297,165,361,25,214,210,284,201,124
ENSG00000169567,7940,9880,9885,11814,4154,4673,13585,13324,6839,7963
ENSG00000169570,219,469,273,1037,369,1064,2996,1736,637,940
ENSG00000169583,214,166,51,1220,51,89,55,44,190,81
ENSG00000169592,3870,1882,1289,1249,607,2370,2106,6351,1302,2535
ENSG00000169598,1284,860,604,556,430,524,611,818,100,394
ENSG00000169599,1331,1777,1570,2074,487,2954,2147,2752,1167,1923
ENSG00000169604,6649,23301,6510,26378,5601,26443,12874,8717,10152,5301
ENSG00000169607,892,1192,3077,2361,837,439,607,662,460,218
ENSG00000169609,911,389,575,882,255,1468,1432,1322,776,801
ENSG00000169612,270,154,274,216,69,290,320,312,231,207
ENSG00000169621,336,369,323,613,169,278,301,43,74,158
ENSG00000169627,61,27,15,12,1,14,24,20,32,12
ENSG00000169629,4,65,184,278,56,83,110,308,29,66
ENSG00000169635,578,818,310,686,205,293,420,654,107,197
ENSG00000169641,2360,1800,1427,6700,2934,4434,5746,4418,1167,2294
ENSG00000169660,2324,1561,576,687,250,1637,1375,2045,1010,717
ENSG00000169679,4752,4058,19247,7023,2135,1126,1359,1395,1283,552
ENSG00000169682,61,12,13,23,14,39,49,41,7,20
ENSG00000169683,4143,3604,1148,658,223,1431,1628,2434,1821,1362
ENSG00000169684,103,111,205,118,37,26,15,10,24,5
ENSG00000169689,3270,4506,1407,1223,429,2136,2990,3298,2272,1910
ENSG00000169692,3195,3587,5045,3403,276,3821,1985,3991,2444,3070
ENSG00000169696,2399,4273,1413,943,329,2182,1481,2541,2012,1259
ENSG00000169710,43281,67797,14472,11853,3675,203789,417179,72628,142685,42201
ENSG00000169714,13958,23193,37069,33595,9507,29881,28837,27705,10518,20422
ENSG00000169715,2113,643,597,2205,929,849,300,1268,267,689
ENSG00000169718,8717,16470,6744,3527,2212,5580,6361,7021,5066,4296
ENSG00000169727,9511,16314,5616,5014,2022,6703,5292,9737,6306,4958
ENSG00000169733,2949,3383,2204,1148,583,1906,1932,3276,1342,1489
ENSG00000169738,4047,9417,1451,1313,798,7884,6180,6318,3299,3963
ENSG00000169740,2054,2395,972,1158,765,1124,1835,2725,1439,1182
ENSG00000169744,548,448,137,1590,471,1450,1936,148,408,574
ENSG00000169750,432,3519,1370,597,121,946,830,1396,1055,1030
ENSG00000169752,20,10,34,16,24,8,9,17,20,5
ENSG00000169756,2911,6020,10537,14688,2766,3856,21780,5189,2266,2796
ENSG00000169758,65,21,133,78,34,68,50,41,42,34
ENSG00000169762,1502,1208,517,2170,639,5126,2468,6142,1574,3184
ENSG00000169764,14565,24508,10581,20627,3489,8168,7938,7161,3097,5327
ENSG00000169783,4790,674,741,735,122,297,268,222,5451,703
ENSG00000169813,22130,24010,19670,21579,8503,16122,29732,27919,16515,16294
ENSG00000169814,1041,1353,688,2674,578,5889,5661,4977,3146,2321
ENSG00000169826,1369,2105,1062,4486,1819,1949,6601,2349,846,1542
ENSG00000169851,606,618,128,768,746,1743,1359,41,558,552
ENSG00000169855,838,1188,650,6106,3366,1829,2801,577,559,1006
ENSG00000169857,997,1470,1249,1534,246,459,1561,301,433,284
ENSG00000169860,71,241,52,321,161,254,316,61,247,48
ENSG00000169862,1717,173,1,212,6,971,204,12,910,112
ENSG00000169871,3667,2980,2967,6942,2182,12764,8445,3990,1866,3866
ENSG00000169884,26,71,5,60,3,14,18,57,22,13
ENSG00000169891,1305,1912,768,822,500,7384,3803,40856,1412,10594
ENSG00000169894,183,11,17,162,53,29,56,13,5,32
ENSG00000169895,7144,10713,3667,7275,3414,15730,8794,12143,6900,8387
ENSG00000169896,703,1568,235,7678,467,529,3100,2525,484,765
ENSG00000169902,635,366,821,3244,623,824,764,207,342,289
ENSG00000169905,4982,6466,4764,6304,3130,7567,6338,6352,4666,3174
ENSG00000169908,42489,86144,58635,16069,4146,28622,9653,4231,9080,12796
ENSG00000169914,859,577,266,683,600,1195,941,1867,284,503
ENSG00000169918,151,76,147,170,33,117,115,139,55,89
ENSG00000169919,5356,5051,3680,5576,1707,10109,10384,8884,14781,4906
ENSG00000169925,2183,1684,2246,3166,1133,5869,3715,5205,1996,2632
ENSG00000169926,5764,3536,886,15726,1808,5694,4566,6769,1833,3579
ENSG00000169946,173,219,15,869,213,481,653,33,137,135
ENSG00000169951,904,892,218,688,170,2732,829,1236,356,861
ENSG00000169955,498,674,432,672,294,4881,995,2478,570,1751
ENSG00000169957,3548,2954,2463,1640,1135,13275,2546,5538,2885,3115
ENSG00000169962,367,43,41,53,33,59,30,65,32,43
ENSG00000169964,745,611,421,703,167,1290,733,1063,401,799
ENSG00000169967,2357,2443,11202,12832,4114,7949,8780,6991,2972,3940
ENSG00000169972,916,1109,848,494,223,647,635,539,170,350
ENSG00000169976,5086,7161,9189,4177,976,2468,3140,3669,2516,2443
ENSG00000169981,386,1096,385,874,381,845,684,740,486,398
ENSG00000169989,48,26,5,19,77,93,32,109,14,39
ENSG00000169991,7603,1209,1612,2918,1580,1785,1068,2365,792,1526
ENSG00000169992,3209,1441,2430,2566,924,4178,2241,4234,1384,996
ENSG00000169994,224,13,123,143,48,57,43,16,19,38
ENSG00000170004,8048,8992,5219,13983,4048,27939,15217,34281,12408,13122
ENSG00000170006,830,819,329,1950,277,1168,776,1109,556,693
ENSG00000170011,74,3,0,248,38,724,364,680,261,220
ENSG00000170017,903,3203,464,9959,3517,27961,67773,18780,2962,21692
ENSG00000170027,15723,35605,16181,21289,7961,18406,29452,20021,18427,8313
ENSG00000170035,4608,4343,4090,2952,1935,1150,2359,1526,1062,985
ENSG00000170037,4069,2022,2266,2256,1070,4348,3018,3709,1384,1972
ENSG00000170043,4422,2123,3315,3610,913,3815,3498,3509,1917,2040
ENSG00000170049,54,30,58,47,47,109,79,71,14,18
ENSG00000170075,127,15,19,12,20,10,3,31,202,11
ENSG00000170085,831,1143,1029,1313,687,624,1052,991,484,976
ENSG00000170088,1621,2056,783,2736,1468,4490,4188,3894,1594,2465
ENSG00000170089,224,725,1249,343,214,457,415,543,175,209
ENSG00000170092,19,14,25,26,54,33,30,34,15,22
ENSG00000170100,514,791,598,687,258,691,782,1409,111,451
ENSG00000170113,846,1237,1316,2489,592,2610,5878,2294,1211,1752
ENSG00000170122,20,5,15,16,2,45,8,54,15,26
ENSG00000170142,1039,1847,1198,2414,851,2096,2267,1992,950,1130
ENSG00000170144,19309,35096,25873,31083,11780,19441,20483,22607,13633,14501
ENSG00000170145,2200,2598,2604,6475,1891,1724,5464,4290,537,1931
ENSG00000170153,228,280,95,4560,610,971,394,40,1152,368
ENSG00000170161,23,21,14,32,8,45,54,75,21,27
ENSG00000170166,25,16,1,78,15,87,25,13,10,24
ENSG00000170175,569,356,266,513,520,1572,668,1407,433,499
ENSG00000170185,1594,3549,964,5081,1894,5663,5534,4076,3603,2780
ENSG00000170190,141,169,355,424,147,1183,637,2385,715,100
ENSG00000170191,562,743,1174,1138,417,847,935,776,326,400
ENSG00000170209,25,7,9,8,6,62,9,106,6,24
ENSG00000170214,100,44,8,175,21,5,42,15,18,17
ENSG00000170222,349,470,333,621,147,452,797,498,231,343
ENSG00000170234,722,1794,844,2029,720,1694,2255,1595,687,1099
ENSG00000170236,11,6,11,18,11,52,38,47,18,22
ENSG00000170242,2441,4167,1281,6733,2737,10661,8179,7920,2135,5913
ENSG00000170248,6401,12713,4787,14904,6253,20506,21807,19505,9543,12523
ENSG00000170260,1236,1264,1864,1041,691,1835,1036,779,629,891
ENSG00000170264,238,451,211,345,326,339,214,564,60,96
